Handle,Title,Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Barcode,Image Src,Gift Card,Google Shopping / Google Product Category,Variant Image,Variant Weight Unit,Status
line-39-cabernet,Line 39 Cabernet Sauvignon,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"CABERNET SAUVIGNON, RED, US",TRUE,Size,750ml,PWB0447S,8,10.99,'898756001057,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/12291686006814.png?v=1637788327,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/12291686006814.png?v=1637788327,lb,active
washington-hills,Washington Hills Riesling,BAY STATE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"RIESLING, US, WHITE",TRUE,Size,750ml - 2019 late,PWB0445S,0,11.99,'080438192942,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/9084965453854.png?v=1634319678,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/105199.jpg?v=1634319720,lb,active
washington-hills,,,,,,,,750ml,PWB0446S,0,11.99,'080438002906,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/105199.jpg?v=1634319720,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/9084965453854.png?v=1634319678,lb,
downeast-double-blend,Downeast Mix Pack 1,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CIDER, CRAFT, US",TRUE,Size,9pk 12oz can,PBC0443S,4,21.99,'858612003144,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/demp1.png?v=1648742315,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/demp1.png?v=1648742315,lb,active
downeast-original-blend,Downeast Original Blend,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CIDER, CRAFT, US",TRUE,Size,4pk 12oz can,PBC0442S,1,11.99,'858612003311,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/beer-121595_6d482_hd.jpg?v=1641755068,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/beer-121595_6d482_hd.jpg?v=1641755068,lb,active
downeast-original-blend,,,,,,,,9pk 12oz can,PBC1437S,3,21.99,'858612003106,,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/beer-121595_6d482_hd.jpg?v=1641755068,lb,
allagash-river-trip,Allagash River Trip Pale Ale,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"ALE, CRAFT, PALE ALE, US",TRUE,Size,16oz 4pk cans,PBC0441S,0,13.99,'603675203778,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/981887.jpg?v=1632526029,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/981887.jpg?v=1632526029,lb,active
fosters-lager,Foster's Lager,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IMPORTED, LAGER",TRUE,Size,25oz,PBC0440S,0,4.50,'7089701331,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/FL.png?v=1642443320,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/FL.png?v=1642443320,lb,active
polar-seltzer-raspberry-lime,Polar Seltzer Raspberry Lime,POLAR,"Food, Beverages & Tobacco > Beverages > Soda",Soda,,FALSE,Size,20oz,PSP0439S,0,1.25,'071537001303,,FALSE,,,lb,active
polar-seltzer-raspberry-lime,,,,,,,,12oz,PSP0439S,0,1.00,'071537001303,,,,,lb,
bud-light-straw-ber-rita,Bud Light Straw-Ber-Rita,QUALITY BEVERAGE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"MARGARITA, US",TRUE,Size,25oz,PBQ0438S,0,3.49,'018200255052,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/blsbr.jpg?v=1647976412,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/blsbr.jpg?v=1647976412,lb,active
natural-ice,Natty Natural Ice,QUALITY BEVERAGE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"LAGER, US",TRUE,Size,25oz can,PBQ0437S,69,2.49,'018200250088,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/NATURAL-ICE-25-OZ-500x500.jpg?v=1635191327,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/NATURAL-ICE-25-OZ-500x500.jpg?v=1635191327,lb,active
natural-ice,,,,,,,,30pk 12oz cans,PBQ2237S,0,22.00,'018200270307,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/ni6pk.jpg?v=1671055171,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/image_28_48de5add-050a-4b45-88e8-9ce58b2e1ee6.png?v=1671055268,lb,
natural-ice,,,,,,,,6pk 12oz cans,PBQ2363S,0,6.49,'01806726,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/image_28_48de5add-050a-4b45-88e8-9ce58b2e1ee6.png?v=1671055268,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/ni6pk.jpg?v=1671055171,lb,
dog-fish-ipa,Dogfish Head 60 minute IPA,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 12oz bottles,PBC0436S,7,11.99,'638489000299,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/asxz.jpg?v=1642442906,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/asxz.jpg?v=1642442906,lb,active
modelo-chelada,Modelo Chelada Especial,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IMPORTED, LAGER",TRUE,Size,24oz can,PBA0435S,0,3.99,'080660957968,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/qaz.png?v=1642440717,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/qaz.png?v=1642440717,lb,active
modelo-chelada,,,,,,,,12pk 12oz cans,PBA3065S,0,20.99,'033544001882,,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/qaz.png?v=1642440717,lb,
pabst-blue-ribbon,Pabst Blue Ribbon,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"LAGER, US",TRUE,Size,6pk 16oz cans,PBA0434S,1,7.99,'02207412,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/b1ada15a-b8db-4b78-bc04-4f48af6da156_1.b3a099d5d7f075a530d1358965570a43.jpg?v=1639704784,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/b1ada15a-b8db-4b78-bc04-4f48af6da156_1.b3a099d5d7f075a530d1358965570a43.jpg?v=1639704784,lb,active
pabst-blue-ribbon,,,,,,,,6pk 12oz bottles,PBA1967S,0,7.99,'022100002890,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/pbst6.jpg?v=1658860216,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/pbst6.jpg?v=1658860216,lb,
two-hearted-pal-ale,Bell's Two Hearted Ale,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 12oz bottles,PBC0433S,0,11.50,'740522100832,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bells-two-hearted.jpg?v=1632610136,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/bells-two-hearted.jpg?v=1632610136,lb,active
twisted-tea-raspberry,Twisted Tea Raspberry,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"MALT BEVERAGE, US",TRUE,Size,24oz single can,PBA0432S,0,3.50,'087692852315,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/11941486624798.png?v=1632443481,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/11941486624798.png?v=1632443481,lb,active
twisted-tea-original,Twisted Tea Original Lemon,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"MALT BEVERAGE, US",TRUE,Size,24oz single can,PBA0430S,5,3.50,'8769283231,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/dweqas.jpg?v=1642114632,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/wsdes.png?v=1642114700,lb,active
twisted-tea-original,,,,,,,,6pk 12oz bottles,PBA0431S,8,10.99,'087692831020,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/wsdes.png?v=1642114700,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/dweqas.jpg?v=1642114632,lb,
twisted-tea-half-half,Twisted Tea Hard Iced Tea Half & Half,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"MALT BEVERAGE, US",TRUE,Size,24oz single can,PBA0428S,20,3.49,'087692752318,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/twtea.jpg?v=1642613992,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/582729.jpg?v=1642613992,lb,active
twisted-tea-half-half,,,,,,,,6pk 12oz bottles,PBA0429S,2,10.49,'087692751021,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/582729.jpg?v=1642613992,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/twtea.jpg?v=1642613992,lb,
twisted-tea-half-half,,,,,,,,12oz bottle,PBA2763S,0,1.99,'087692831006,,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/582729.jpg?v=1642613992,lb,
smirnoff-grape,Smirnoff Ice Grape,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"MALT BEVERAGE, US",TRUE,Size,6pk 12oz bottles,PBA0427S,0,10.99,'082000732143,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sigrape.jpg?v=1650408983,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sigrape.jpg?v=1650408983,lb,active
smirnoff-screwdriver,Smirnoff Ice Screwdriver,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"MALT BEVERAGE, US",TRUE,Size,6pk 12oz bottles,PBA0426S,6,10.99,'082000757481,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/image_17.png?v=1650662025,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/image_17.png?v=1650662025,lb,active
smirnoff-raspberry,Smirnoff Raspberry,MARTIGNETTI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits > Vodka",Vodka,"US, VODKA",TRUE,Size,50ml,PVM0425S,218,1.25,'08240004,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/smras.png?v=1672954037,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Liquor & Spirits",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/smirnoff_raspberry_nv_50.jpg?v=1672954037,lb,active
smirnoff-raspberry,,,,,,,,375ml,PVM1615S,0,7.99,'082000001140,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/smrasp_1cb188e7-0c46-4fed-9d84-d6bc4c703875.jpg?v=1672954037,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/smrasp_1cb188e7-0c46-4fed-9d84-d6bc4c703875.jpg?v=1672954037,lb,
smirnoff-raspberry,,,,,,,,750ml,PVM2432S,2,15.99,'082000003960,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/smirnoff_raspberry_nv_50.jpg?v=1672954037,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/smras.png?v=1672954037,lb,
old-brown-dog,Smuttynose Old Brown Dog,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"ALE, CRAFT, US",TRUE,Size,6pk 12oz bottles,PBC0424S,2,11.99,'795563000023,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/usa-smuttynose-old-brown-dog-6pk.jpg?v=1640900820,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/usa-smuttynose-old-brown-dog-6pk.jpg?v=1640900820,lb,active
golden-monkey,Victory Golden Monkey,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"ALE, CRAFT, US",TRUE,Size,6pk 12oz bottles,PBC0423S,2,13.99,'630279465066,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/vgm.jpg?v=1642452571,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/vgm.jpg?v=1642452571,lb,active
sour-monkey,Victory Sour Monkey,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"ALE, CRAFT, US",TRUE,Size,6pk 12oz bottles,PBC0422S,4,13.99,'630279776063,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/vsm.jpg?v=1642452947,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/vsm.jpg?v=1642452947,lb,active
resin-ipa,Sixpoint Resin IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"ALE, CRAFT, IPA, US",TRUE,Size,6pk 12oz cans,PBC0421S,0,13.99,'859093002466,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/SIXR.jpg?v=1642448333,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/SIXR.jpg?v=1642448333,lb,active
bengali-ipa,Sixpoint Bengali IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 12oz cans,PBC0420S,2,13.99,'859093002435,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sixb.jpg?v=1642448145,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sixb.jpg?v=1642448145,lb,active
lagunitas-daytime,Lagunitas Daytime,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 12oz cans,PBC0419S,4,11.99,'723830370111,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/GUEST_6081c52d-e6f7-4cad-9142-d4aeabd04084.jpg?v=1640900572,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/GUEST_6081c52d-e6f7-4cad-9142-d4aeabd04084.jpg?v=1640900572,lb,active
lagunitas-hazy-memory-ipa,Lagunitas Hazy Memory IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,4pk 12oz cans,PBC0418S,2,9.99,'723830981645,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/0723830981640_CL_Syndigo_default_large_2e557aa6-abd8-49fd-ae45-a47df9590c2b.png?v=1640900453,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/0723830981640_CL_Syndigo_default_large_2e557aa6-abd8-49fd-ae45-a47df9590c2b.png?v=1640900453,lb,active
lagunitas-ipa,Lagunitas IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 12oz bottles,PBC0417S,14,11.99,'723830000094,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/QASDF.jpg?v=1642289270,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/QASDF.jpg?v=1642289270,lb,active
lagunitas-ipa,,,,,,,,24oz can,PBC1465S,0,3.99,'723830011922,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/lipa.png?v=1649368749,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/lipa.png?v=1649368749,lb,
lagunitas-maximus,Lagunitas Maximus IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 12oz bottles,PBC0415S,7,12.99,'0723830000179,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/large-0cc2381b-4a40-4b9f-86c2-65e42e1d0611_1.1ad025730906be9b25695e32c1fff9b1.jpg?v=1639702135,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/large-0cc2381b-4a40-4b9f-86c2-65e42e1d0611_1.1ad025730906be9b25695e32c1fff9b1.jpg?v=1639702135,lb,active
lagunitas-maximus,,,,,,,,19.2oz can,PBC0416S,0,3.99,'723830051928,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/14888187297822.png?v=1639702135,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/14888187297822.png?v=1639702135,lb,
stone-fml-double-ipa,Stone Fear Movie Lions Double IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 16oz cans,PBC0413S,5,13.99,'636251742149,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/003044573-1.jpg?v=1637855677,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/003044573-1.jpg?v=1637855677,lb,active
stone-fml-double-ipa,,,,,,,,19.2oz single can,PBC0414S,0,2.99,'636251744013,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/603337.jpg?v=1637855677,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/603337.jpg?v=1637855677,lb,
stone-scorpion-bowl-ipa,Stone Scorpion Bowl IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk,PBC0412S,0,12.99,'63625174175,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sscor.png?v=1642449713,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/sscor.png?v=1642449713,lb,active
lagunitas-little-sumpin,Lagunitas Little Sumpin,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 12oz cans,PBC0411S,3,11.99,'723830014060,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/Lagunitas-Little-Sumpin-Bottles-12oz-6-pack.jpg?v=1640899924,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/Lagunitas-Little-Sumpin-Bottles-12oz-6-pack.jpg?v=1640899924,lb,active
cisco-grey-lady,Cisco Grey Lady,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,,FALSE,Size,6pk,PBA0410S,0,10.50,'67082250612,,FALSE,,,lb,active
bells-porter,Bell's Porter,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, PORTER, STOUT, US",TRUE,Size,6pk 12oz bottles,PBC0409S,5,11.99,'740522100306,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/Porter_12oz_bottle_6pack_1024x1024_34326d8c-0ea8-48c1-81a3-60bc83d962fd.jpg?v=1632609975,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/Porter_12oz_bottle_6pack_1024x1024_34326d8c-0ea8-48c1-81a3-60bc83d962fd.jpg?v=1632609975,lb,active
cigar-city-jai-alai-ipa,Cigar City Jai Alai IPA,CRAFT BEER GUILD,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"CRAFT, IPA, US",TRUE,Size,6pk 12oz cans,PBC0408S,0,11.99,'897853002936,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/5157.png?v=1641684160,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/5157.png?v=1641684160,lb,active
angry-orchard-explorer,Angry Orchard Explorer,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"HARD CIDER, US",TRUE,Size,12pk,PBA0407S,0,18.99,'8769200017,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/556772.jpg?v=1633301945,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/556772.jpg?v=1633301945,lb,active
cisco-whales-tale,Cisco Whale's Tale,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,,FALSE,Size,4pk,PBA0406S,0,9.50,'67082210416,,FALSE,,,lb,active
heineken-0-0-alcohol,Heineken 0.0 Alcohol,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IMPORTED, LAGER, NON-ALCOHOLIC",TRUE,Size,6pk 12oz bottles,PBA0404S,5,11.99,'072890006219,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/hk-0.0.jpg?v=1635035783,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/hk-0.0.jpg?v=1635035783,lb,active
heineken-0-0-alcohol,,,,,,,,12pk 12oz cans,PBA0405S,0,17.99,'072890006547,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/hk-0_0-2_jpeg.jpg?v=1635036021,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/hk-0_0-2_jpeg.jpg?v=1635036021,lb,
heineken,Heineken,ATLAS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",Beer,"IMPORTED, LAGER",TRUE,Size,24oz single can,PBA0397S,6,3.99,'072890001191,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/8cf45c3d-3b2e-415a-ae7b-105043c84f31.a81fabab762de8e1764de71fb120ebe5.jpg?v=1634665988,FALSE,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",https://cdn.shopify.com/s/files/1/0585/9541/0074/products/heineken-24oz-can_1.jpg?v=1632445695,lb,active
heineken,,,,,,,,22oz single bottle,PBA0398S,0,3.49,'072890004789,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/heineken-24oz-can_1.jpg?v=1632445695,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/large_2_2069773b-e6e2-4992-b4e8-3bb3a230b4ac.jpg?v=1640127658,lb,
heineken,,,,,,,,12pk 12oz bottles,PBA0399S,28,19.99,'072890000163,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/10519080_600x_8f1e2860-6fd1-4127-9e3d-40a845589b25.jpg?v=1640127611,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/20210324124436_file_605b34341a48b_605b343a81330.jpg?v=1640127611,lb,
heineken,,,,,,,,6pk 12oz bottles,PBA0400S,5,11.99,'072890000118,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/a41810ca-f8d6-4056-8eac-0b307fd07128.2ecf8146d835ede94709afb6d2702a8e.jpg?v=1640127611,,,https://cdn.shopify.com/s/files/1/0585/9541/0074/products/a41810ca-f8d6-4056-8eac-0b307fd07128.2ecf8146d835ede94709afb6d2702a8e.jpg?v=1640127611,lb,
